question,answer
"롱 플레어 원피스,블랙,free,손세탁, 드라이","""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN191 같은 이너슬립과 함께 코디 하시는걸 추천드려요 :) ? ♥ DETAIL TIP 페미닌한 무드가 느껴지는 롱~한 기장감의 원피스♥ 밑단라인 플리츠 주름 배색 포인트로 걸음걸음마다 로맨틱함을 더해드리구요, 허리라인에 스트링 디테일로 사이즈에 맞게 조절이 가능하여 내 몸에 맞춘 듯, 슬림한 허리라인과 A라인으로 떨어지는 플레어 라인으로 확실한 체형커버까지 톡톡히 도와드린답니다 :D 롱 원피스의 특유의 로맨틱함을 좋아하시는 아띠님들! 요 아이 주목해주세요~♡ ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요.  촬영을 진행한 수연모델은 키 163cm, 44반 바디랍니다♪  44~66반 사이즈까지 추천해드릴게요. ? ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ? ?──────────────────────── MATERIAL (혼용률) :?COTTON?92% + SPAN 8% 플리츠배색 :?POLYESTER 100% 두께 : 중간 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 : 손세탁 드라이 단독세탁 ?세탁건조기 사용불가 ──────────────────────── ? ? "
"롱 플레어 원피스,화이트,free,손세탁, 드라이","""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN192 같은 이너슬립과 함께 코디"
"롱 플레어 원피스,블루,free,손세탁, 드라이","""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN193 같은 이너슬립과 함께 코디<??뢘з??з????????????쀀??;?쀀??;?????????????쀀??;?쀀??;?????????<<??馴?뫆?"
"플레어 나시 원피스,베이지,free,손세탁, 드라이, 울세탁"," ""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN191 같은 이너슬립과 함께 코디 하시는걸 추천드려요 :) ? ♥ DETAIL TIP 페미닌한 무드가 느껴지는 롱~한 기장감의 원피스♥ 밑단라인 플리츠 주름 배색 포인트로 걸음걸음마다 로맨틱함을 더해드리구요, 허리라인에 스트링 디테일로 사이즈에 맞게 조절이 가능하여 내 몸에 맞춘 듯, 슬림한 허리라인과 A라인으로 떨어지는 플레어 라인으로 확실한 체형커버까지 톡톡히 도와드린답니다 :D 롱 원피스의 특유의 로맨틱함을 좋아하시는 아띠님들! 요 아이 주목해주세요~♡ ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요.  촬영을 진행한 수연모델은 키 163cm, 44반 바디랍니다♪  44~66반 사이즈까지 추천해드릴게요. ? ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ? ?──────────────────────── MATERIAL (혼용률) :?COTTON?92% + SPAN 8% 플리츠배색 :?POLYESTER 100% 두께 : 중간 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 : 손세탁 드라이 단독세탁 ?세탁건조기 사용불가 ──────────────────────── ? ? "
"플레어 나시 원피스,아이보리,free,손세탁, 드라이, 울세탁"," ""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN192 같은 이너슬립과 함께 코디는걸 추천드려요 :) ? ♥ DETAIL TIP 페미닌한 무드가 느껴지는 롱~한 기장감의 원피스♥ 밑단라인 플리츠 주름 배색 포인트로 걸음걸음마다 로맨틱함을 더해드리구요, 허리라인에 스트링 디테일로 사이즈에 맞게 조절이 가능하여 내 몸에 맞춘 듯, 슬림한 허리라인과 A라인으로 떨어지는 플레어 라인으로 확실한 체형커버까지 톡톡히 도와드린답니다 :D 롱 원피스의 특유의 로맨틱함을 좋아하시는 아띠님들! 요 아이 주목해주세요~♡ ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요.  촬영을 진행한 수연모델은 키 163cm, 44반 바디랍니다♪  44~66반 사이즈까지 추천해드릴게요. ? ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ? ?──────────────────────── MATERIAL (혼용률) :?COTTON?92% + SPAN 8% 플리츠배색 :?POLYESTER 100% 두께 : 중간 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 : 손세탁 드라이 단독세탁 ?세탁건조기 사용불가 ──────────────────────── ? ? "
"플레어 나시 원피스,스카이블루,free,손세탁, 드라이, 울세탁"," ""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN193 같은 이너슬립과 함께 코디는걸 추천드려요 :) ? ♥ DETAIL TIP 페미닌한 무드가 느껴지는 롱~한 기장감의 원피스♥ 밑단라인 플리츠 주름 배색 포인트로 걸음걸음마다 로맨틱함을 더해드리구요, 허리라인에 스트링 디테일로 사이즈에 맞게 조절이 가능하여 내 몸에 맞춘 듯, 슬림한 허리라인과 A라인으로 떨어지는 플레어 라인으로 확실한 체형커버까지 톡톡히 도와드린답니다 :D 롱 원피스의 특유의 로맨틱함을 좋아하시는 아띠님들! 요 아이 주목해주세요~♡ ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요.  촬영을 진행한 수연모델은 키 163cm, 44반 바디랍니다♪  44~66반 사이즈까지 추천해드릴게요. ? ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ? ?──────────────────────── MATERIAL (혼용률) :?COTTON?92% + SPAN 8% 플리츠배색 :?POLYESTER 100% 두께 : 중간 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 : 손세탁 드라이 단독세탁 ?세탁건조기 사용불가 ──────────────────────── ? ? "
"플레어 나시 원피스,블랙,free,손세탁, 드라이, 울세탁"," ""일상도 특별하게♥ 페미닌한 플리츠배색의 롱 플레어원피스-"" ?? ♥ MD COMMENT 촉촉하고 쫀쫀한 원단으로 더운 여름에도 불편함없이 편~하게 착용되는 원피스예요 :) 밑단 라인 플리츠 배색디테일로 유니크하면서도 우아한 무드 UP! 일상 속 데일리룩, 모임룩, 하객룩까지? 매치하시는 악세사리에 따라 느낌이 확 바뀌는 아이템으로 꼭 소장하시길 바랄게요~♪  *소재가 시원하고 얇게 나온 제품으로 비침 살짝 있으니 UN194 같은 이너슬립과 함께 코디는걸 추천드려요 :) ? ♥ DETAIL TIP 페미닌한 무드가 느껴지는 롱~한 기장감의 원피스♥ 밑단라인 플리츠 주름 배색 포인트로 걸음걸음마다 로맨틱함을 더해드리구요, 허리라인에 스트링 디테일로 사이즈에 맞게 조절이 가능하여 내 몸에 맞춘 듯, 슬림한 허리라인과 A라인으로 떨어지는 플레어 라인으로 확실한 체형커버까지 톡톡히 도와드린답니다 :D 롱 원피스의 특유의 로맨틱함을 좋아하시는 아띠님들! 요 아이 주목해주세요~♡ ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요.  촬영을 진행한 수연모델은 키 163cm, 44반 바디랍니다♪  44~66반 사이즈까지 추천해드릴게요. ? ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ? ?──────────────────────── MATERIAL (혼용률) :?COTTON?92% + SPAN 8% 플리츠배색 :?POLYESTER 100% 두께 : 중간 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 : 손세탁 드라이 단독세탁 ?세탁건조기 사용불가 ──────────────────────── ? ? "
"레이스 원피스,핑크,free,드라이"," ""로맨틱한 레이스 격식룩♥ 엘레강스한 무드를 가득 담은 브랜드 퀄리티 레이스 원피스-""♥ MD COMMENT 유명 레이블 디자인의 엘레강스한 레이스 원피스를 소개해드릴게요. 로맨틱한 디테일만 모아 완성된 제품으로 맞춤 드레스처럼 딱맞는 슬림 S라인을 연출해드려요. 트랜디한 시스루 소매로 여름에도 시원하고 여리하게 입어보실수 있답니다. 사랑스러운 핑크, 클래식한 네이비, 시원한 스카이블루, 여리청순감성 아이보리 모두 사심가득 추천드릴게요♥? ? ♥ DETAIL TIP 쫀쫀한 신축성의 레이스 패브릭으로 제작되어 편안하게 입으실 수 있구요. 플라워 레이스 트리밍 카라와 진주 타이 장식이 격식 있는 로맨틱룩을 연출해드리며 라인을 고려한 입체패턴으로, 잘록한 퍼펙트 바디를 선사해드려요. 후면 콘솔지퍼로 깔끔한 오픈클로징 도와드릴게요:) ? ♥ SIZE TIP S, M, L 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? S 사이즈는 44~55 사이즈까지, M 사이즈는 55반~정66 사이즈까지, L 사이즈는 66반~정77 까지 추천드려요. ? 촬영을 진행한 소현모델은 키161cm, 44반 사이즈로 S사이즈를 착용했답니다♡ ? ★ONLY 드라이클리닝을 권장해드려요. MATERIAL (혼용률) : NYLON 63% + COTTON 37% 두께 : 중간 , 비침 : 중간? 신축 : 중간?, 안감 : 있음 세탁법 : 드라이 세탁기금지 세탁건조기사용불가"
"레이스 원피스,네이비,free,드라이"," ""로맨틱한 레이스 격식룩♥ 엘레강스한 무드를 가득 담은 브랜드 퀄리티 레이스 원피스-""♥ MD COMMENT 유명 레이블 디자인의 엘레강스한 레이스 원피스를 소개해드릴게요. 로맨틱한 디테일만 모아 완성된 제품으로 맞춤 드레스처럼 딱맞는 슬림 S라인을 연출해드려요. 트랜디한 시스루 소매로 여름에도 시원하고 여리하게 입어보실수 있답니다. 사랑스러운 핑크, 클래식한 네이비, 시원한 스카이블루, 여리청순감성 아이보리 모두 사심가득 추천드릴게요♥? ? ♥ DETAIL TIP 쫀쫀한 신축성의 레이스 패브릭으로 제작되어 편안하게 입으실 수 있구요. 플라워 레이스 트리밍 카라와 진주 타이 장식이 격식 있는 로맨틱룩을 연출해드리며 라인을 고려한 입체패턴으로, 잘록한 퍼펙트 바디를 선사해드려요. 후면 콘솔지퍼로 깔끔한 오픈클로징 도와드릴게요:) ? ♥ SIZE TIP S, M, L 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? S 사이즈는 44~55 사이즈까지, M 사이즈는 55반~정66 사이즈까지, L 사이즈는 66반~정77 까지 추천드려요. ? 촬영을 진행한 소현모델은 키161cm, 44반 사이즈로 S사이즈를 착용했답니다♡ ? ★ONLY 드라이클리닝을 권장해드려요. MATERIAL (혼용률) : NYLON 63% + COTTON 37% 두께 : 중간 , 비침 : 중간? 신축 : 중간?, 안감 : 있음 세탁법 : 드라이 세탁기금지 세탁건조기사용불가"
"레이스 원피스,스카이블루,free,드라이"," ""로맨틱한 레이스 격식룩♥ 엘레강스한 무드를 가득 담은 브랜드 퀄리티 레이스 원피스-""♥ MD COMMENT 유명 레이블 디자인의 엘레강스한 레이스 원피스를 소개해드릴게요. 로맨틱한 디테일만 모아 완성된 제품으로 맞춤 드레스처럼 딱맞는 슬림 S라인을 연출해드려요. 트랜디한 시스루 소매로 여름에도 시원하고 여리하게 입어보실수 있답니다. 사랑스러운 핑크, 클래식한 네이비, 시원한 스카이블루, 여리청순감성 아이보리 모두 사심가득 추천드릴게요♥? ? ♥ DETAIL TIP 쫀쫀한 신축성의 레이스 패브릭으로 제작되어 편안하게 입으실 수 있구요. 플라워 레이스 트리밍 카라와 진주 타이 장식이 격식 있는 로맨틱룩을 연출해드리며 라인을 고려한 입체패턴으로, 잘록한 퍼펙트 바디를 선사해드려요. 후면 콘솔지퍼로 깔끔한 오픈클로징 도와드릴게요:) ? ♥ SIZE TIP S, M, L 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? S 사이즈는 44~55 사이즈까지, M 사이즈는 55반~정66 사이즈까지, L 사이즈는 66반~정77 까지 추천드려요. ? 촬영을 진행한 소현모델은 키161cm, 44반 사이즈로 S사이즈를 착용했답니다♡ ? ★ONLY 드라이클리닝을 권장해드려요. MATERIAL (혼용률) : NYLON 63% + COTTON 37% 두께 : 중간 , 비침 : 중간? 신축 : 중간?, 안감 : 있음 세탁법 : 드라이 세탁기금지 세탁건조기사용불가"
"레이스 원피스,아이보리,free,드라이"," ""로맨틱한 레이스 격식룩♥ 엘레강스한 무드를 가득 담은 브랜드 퀄리티 레이스 원피스-""♥ MD COMMENT 유명 레이블 디자인의 엘레강스한 레이스 원피스를 소개해드릴게요. 로맨틱한 디테일만 모아 완성된 제품으로 맞춤 드레스처럼 딱맞는 슬림 S라인을 연출해드려요. 트랜디한 시스루 소매로 여름에도 시원하고 여리하게 입어보실수 있답니다. 사랑스러운 핑크, 클래식한 네이비, 시원한 스카이블루, 여리청순감성 아이보리 모두 사심가득 추천드릴게요♥? ? ♥ DETAIL TIP 쫀쫀한 신축성의 레이스 패브릭으로 제작되어 편안하게 입으실 수 있구요. 플라워 레이스 트리밍 카라와 진주 타이 장식이 격식 있는 로맨틱룩을 연출해드리며 라인을 고려한 입체패턴으로, 잘록한 퍼펙트 바디를 선사해드려요. 후면 콘솔지퍼로 깔끔한 오픈클로징 도와드릴게요:) ? ♥ SIZE TIP S, M, L 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? S 사이즈는 44~55 사이즈까지, M 사이즈는 55반~정66 사이즈까지, L 사이즈는 66반~정77 까지 추천드려요. ? 촬영을 진행한 소현모델은 키161cm, 44반 사이즈로 S사이즈를 착용했답니다♡ ? ★ONLY 드라이클리닝을 권장해드려요. MATERIAL (혼용률) : NYLON 63% + COTTON 37% 두께 : 중간 , 비침 : 중간? 신축 : 중간?, 안감 : 있음 세탁법 : 드라이 세탁기금지 세탁건조기사용불가"
"투피스,아이보리,L,손세탁, 드라이","""점프수트인듯?! 프릴나시블라우스와 밴딩팬츠 세트 투피스-""  ♥ MD COMMENT 점프수트라고 생각하시는 아띠님들 많으실 텐데요! 점프수트의 단점을 보완한!! 투피스 세트 제품이에요:) 입고벗기 불편한 점프수트 에서- 따로도 같이도 다양하게 활용할 수 있는 세트템 이랍니다♥ 다가올 여름휴가! 혜원모델처럼 헤어악세사리 반다나아이템과 함께 매치해 휴양룩으로 입어주세요 ? ♥ DETAIL TIP 바스트 라인의 러블리한 프릴 디테일로 은근하게 글램한라인으로 연출해주며, 찰랑한 패브릭으로 한 여름에 입기에도 시원함 가득한 제품이랍니다! 팬츠 또한 넓은통라인의 밴딩팬츠라인으로 편안함 가득가득♡♥ 언능 겟 해주세요!  얇은패브릭으로 제작되어 실루엣이 살짝 도드라 질 수 있는 제품이에요!?무봉제라인의 이너웨어 팬티 UN171와?함께 착용하시면?불편함 없이 편안하실 꺼에요:) ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? 44~55반 사이즈까지 추천드려요.  *허벅지단면 26cm 밑위25.5cm? 밑단단면24.5cm 추가 상세사이즈랍니다:)  ──────────────────────── MATERIAL (혼용률) :?POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 밴딩 , 안감 : 없음 세탁법 : 손세탁 드라이 세탁기금지 세탁건조기 사용불가 ──────────────────────── ? ? "
"투피스,화이트,L,손세탁, 드라이","""점프수트인듯?! 프릴나시블라우스와 밴딩팬츠 세트 투피스-""  ♥ MD COMMENT 점프수트라고 생각하시는 아띠님들 많으실 텐데요! 점프수트의 단점을 보완한!! 투피스 세트 제품이에요:) 입고벗기 불편한 점프수트 에서- 따로도 같이도 다양하게 활용할 수 있는 세트템 이랍니다♥ 다가올 여름휴가! 혜원모델처럼 헤어악세사리 반다나아이템과 함께 매치해 휴양룩으로 입어주세요 ? ♥ DETAIL TIP 바스트 라인의 러블리한 프릴 디테일로 은근하게 글램한라인으로 연출해주며, 찰랑한 패브릭으로 한 여름에 입기에도 시원함 가득한 제품이랍니다! 팬츠 또한 넓은통라인의 밴딩팬츠라인으로 편안함 가득가득♡♥ 언능 겟 해주세요!  얇은패브릭으로 제작되어 실루엣이 살짝 도드라 질 수 있는 제품이에요!?무봉제라인의 이너웨어 팬티 UN171와?함께 착용하시면?불편함 없이 편안하실 꺼에요:) ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? 44~55반 사이즈까지 추천드려요.  *허벅지단면 26cm 밑위25.5cm? 밑단단면24.5cm 추가 상세사이즈랍니다:)  ──────────────────────── MATERIAL (혼용률) :?POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 밴딩 , 안감 : 없음 세탁법 : 손세탁 드라이 세탁기금지 세탁건조기 사용불가 ──────────────────────── ? ? "
"투피스,블랙,L,손세탁, 드라이","""점프수트인듯?! 프릴나시블라우스와 밴딩팬츠 세트 투피스-""  ♥ MD COMMENT 점프수트라고 생각하시는 아띠님들 많으실 텐데요! 점프수트의 단점을 보완한!! 투피스 세트 제품이에요:) 입고벗기 불편한 점프수트 에서- 따로도 같이도 다양하게 활용할 수 있는 세트템 이랍니다♥ 다가올 여름휴가! 혜원모델처럼 헤어악세사리 반다나아이템과 함께 매치해 휴양룩으로 입어주세요 ? ♥ DETAIL TIP 바스트 라인의 러블리한 프릴 디테일로 은근하게 글램한라인으로 연출해주며, 찰랑한 패브릭으로 한 여름에 입기에도 시원함 가득한 제품이랍니다! 팬츠 또한 넓은통라인의 밴딩팬츠라인으로 편안함 가득가득♡♥ 언능 겟 해주세요!  얇은패브릭으로 제작되어 실루엣이 살짝 도드라 질 수 있는 제품이에요!?무봉제라인의 이너웨어 팬티 UN171와?함께 착용하시면?불편함 없이 편안하실 꺼에요:) ? ♥ SIZE TIP FREE 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ? 44~55반 사이즈까지 추천드려요.  *허벅지단면 26cm 밑위25.5cm? 밑단단면24.5cm 추가 상세사이즈랍니다:)  ──────────────────────── MATERIAL (혼용률) :?POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 밴딩 , 안감 : 없음 세탁법 : 손세탁 드라이 세탁기금지 세탁건조기 사용불가 ──────────────────────── ? ? "
"쉬폰 플라워 원피스,혼합(아이보리),S,손세탁","""꽃바람처럼?하늘하늘♥ 여리핏 완성시켜주는 쉬폰 플라워 원피스-""  ♥ MD COMMENT 입자마자 봄 느낌 물씬~ 풍기는 플라워 패턴의?원피스를 소개해드릴게요 :) 수채화처럼 곱게 물든 색감...♥ 과한 물나염이 아닌, 서정적인 톤으로 분위기있는 감성룩을 완성해드리구요, 은은하 펄사가 가미되어 움직일때마다 후광주의,?반사판 효과까지 톡톡히 더해드려요. 또한, 왼쪽 사이드 맵시있는 실루엣을 연출해줄 언발 셔링 장식과 밑단 프릴을 더해 살랑살랑~ 완벽한 실루엣까지 완성-♪ 봄맞이 퍼펙트한 원피스 찾고 계셨다면 MD픽, 요 원피스 강력 추천해드릴게요!  ♥ DETAIL TIP 부드러운 요루쉬폰 소재를 사용하여 여리여리한 본연의 핏과?요루가공으로 생활 주름이가도 티가 나지 않아요! 랩디자인은 정돈된 핏을 잡기 어려운데 페이크 랩 디자인으로, 바스트라인? 벌어짐 걱정없이 편하게 즐기실 수 있구요, 사이드라인에 셔링 장식을 듬뿍 잡아주어 올록볼록한 바디라인 군살의?도드라짐까지 완벽하게 커버해드린답니다♥ 오픈클로징은 백라인 콘솔지퍼 디테일로? 도와드리며?바디부분 안감을 덧대어 비침 걱정없이?편하게 즐기실 수 있어요 :) 웨딩게스트룩, 봄나들이룩, 데이트룩 등 사진만 찍으면 인생컷 건지는 로맨틱한 원피스로 꼭 소장해보세요 *_* ? ♥ SIZE TIP S, M 사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요.  키 167cm, 슬림55 바디의 기솔모델은 S 사이즈를 착용했으며, 딱 알맞는 핏감으로 착용했습니다♡  S 사이즈는 44~슬림55 사이즈까지, M 사이즈는 정55~55반?까지 추천드려요. ? ★위 제품의 경우, ONLY 드라이클리닝을 권장해드려요. ? ★링클 소재 특성 상, 강한 열에 모양이 흐트러질수 있어 뜨거운 열판이 직접 닿지 않도록 스팀다리미로 관리해주시길 권장드려요 :) ? ──────────────────────── MATERIAL (혼용률) :?POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 드라이?세탁기금지 세탁건조기 사용불가 ──────────────────────── ? ? "
